Code Iris;Commune;Nombre de 65 ans et plus;Nombre de moins de 20 ans;Nombre de familles monoparentales;Nombre de personnes âgées de 75 ans et plus;geom;geo_point_2d
59303;Herlies;273.260471951;660.104835896;99.6882732581;165.772818189;"{""type"": ""Polygon"", ""coordinates"": [[[2.8480591258, 50.5929419936], [2.8487649648, 50.5931178651], [2.856838228, 50.595573976], [2.866140454, 50.5943189166], [2.8681225931, 50.5938794793], [2.8690402407, 50.5939657121], [2.8715095736, 50.5943138243], [2.8730650484, 50.5947551907], [2.8732047479, 50.5947104596], [2.8734141049, 50.5944396346], [2.8741356974, 50.5894943401], [2.8732648881, 50.5870756212], [2.8710379446000003, 50.5863454614], [2.8711209097, 50.584227467], [2.8726042620000003, 50.5812968831], [2.8731246383, 50.5806440384], [2.8741034461, 50.5798552374], [2.8745921067999998, 50.5794716029], [2.8693326709, 50.5763904352], [2.8630191493, 50.5735017316], [2.8574802136, 50.5705561456], [2.8564883179000002, 50.5699770039], [2.8493102489, 50.5650186896], [2.8490260037, 50.564885511], [2.8467825889, 50.5658368207], [2.8364205546, 50.5711907181], [2.8278661793, 50.5802134255], [2.8263388747000002, 50.582471196], [2.8259222659, 50.5831006541], [2.8284133859000002, 50.584256509], [2.831454259, 50.5854561397], [2.8373213512, 50.5859252849], [2.8399363786, 50.5868118184], [2.8420417048, 50.5879740741], [2.8440598597, 50.589091308], [2.8485437845, 50.5921231845], [2.8484767080999998, 50.5923923475], [2.8480591258, 50.5929419936]]]}";50.581387148, 2.8523547716
59316;Houplin-Ancoisne;440.0;884.0;124.0;196.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9668034071, 50.5697154588], [2.9676063486, 50.570240715], [2.9708577441, 50.5723407953], [2.9719919133, 50.5729630292], [2.9739107786, 50.5742630364], [2.9753477884, 50.5754220084], [2.9769158206, 50.5768493394], [2.9777046242000003, 50.5779668725], [2.9780665325, 50.5787271193], [2.9783309969, 50.5799441736], [2.9782292435, 50.5838132572], [2.9894096136, 50.5820412683], [2.9893363616, 50.5818168882], [2.9893321899, 50.5815476393], [2.9962322619, 50.5801120465], [3.004151013, 50.5786123145], [3.0093641186, 50.5749636859], [3.011711365, 50.5713985908], [3.0159906515, 50.5689218816], [3.0188608562, 50.5678067673], [3.0204051822, 50.5673945639], [3.0213887235, 50.5672095102], [3.0183675163, 50.5636289034], [3.0127285973, 50.5591195633], [3.0085818228, 50.5580177584], [3.0047058262, 50.5578402559], [3.0029912056, 50.5586346196], [3.002010593, 50.5590887871], [2.9924559958, 50.5617946059], [2.9876325646, 50.5629520201], [2.9835038558, 50.5633311902], [2.9817274541, 50.5620842856], [2.9813779262, 50.5623104088], [2.9670049911, 50.569624864], [2.9668034071, 50.5697154588]]]}";50.5700928701, 2.9942175786
59328;Lambersart;4690.8838137;7525.95881345;1317.12773162;2538.0180103;"{""type"": ""Polygon"", ""coordinates"": [[[3.0027427047, 50.652353196199996], [3.0052215214, 50.653102447], [3.0084140728, 50.6585665247], [3.0086272787, 50.6587441941], [3.0096932534, 50.6592322974], [3.0106843858, 50.6595409192], [3.0114637534, 50.6598145544], [3.0127430063, 50.6604802944], [3.0170979555, 50.6631925796], [3.0184186382, 50.6647403827], [3.0182192438, 50.667769979], [3.0185389916, 50.6694812361], [3.0196979238, 50.6721292188], [3.0201427561, 50.6721506845], [3.0207540922, 50.6718598341], [3.0241108874, 50.6692523455], [3.0273824644, 50.6663692781], [3.0290392063, 50.6647814288], [3.0352366225, 50.6593838244], [3.0431079239, 50.6535374948], [3.0454222152, 50.6511388113], [3.0467360344, 50.6492654395], [3.0458188805, 50.6480677428], [3.0444040402, 50.6474400709], [3.041776304, 50.6461926859], [3.0408966511, 50.6457694009], [3.0401059375, 50.6453550548], [3.0388887963, 50.6446752037], [3.0383648461, 50.6442392241], [3.0379142799, 50.6437834765], [3.0377800647, 50.6436004451], [3.0374664213, 50.643162602], [3.0373561851, 50.6429571273], [3.0371046037, 50.6424609322], [3.036863952, 50.641466667], [3.036734522, 50.640094554], [3.0351993762, 50.6384823358], [3.0311352116, 50.636319737], [3.0290037622, 50.635211037], [3.0263922986, 50.6361314794], [3.0254823748, 50.6366297394], [3.0214587699, 50.6388946944], [3.018686514, 50.6409376673], [3.0155472427, 50.6434750938], [3.006931825, 50.6490478932], [3.0042755565, 50.6508652587], [3.0028810269, 50.6521288425], [3.0027427047, 50.652353196199996]]]}";50.6520500829, 3.02499832356
59352;Linselles;1349.50453243;2137.81680236;330.009288421;736.982913642;"{""type"": ""Polygon"", ""coordinates"": [[[3.0350189237, 50.7318175161], [3.0349172174, 50.7319449606], [3.0347759601, 50.7321253565], [3.0352273917, 50.7327228278], [3.0384737565, 50.7366322633], [3.0398592688, 50.7382020811], [3.0408704944, 50.7384655554], [3.0442558236, 50.7386842326], [3.0475809597, 50.7395138921], [3.0477224053, 50.739557805], [3.0504091096, 50.7395872533], [3.0521202281, 50.7397121682], [3.0550267093, 50.740278000800004], [3.0558060507, 50.7404526241], [3.0563040502, 50.7406740289], [3.0588298424, 50.7433054855], [3.0599059364, 50.7444292632], [3.0597138519, 50.7458201358], [3.060929801, 50.7467554054], [3.0620720869, 50.7475561075], [3.0632284944, 50.7483110299], [3.063442164, 50.7483997513], [3.0640507713, 50.7487619378], [3.0658391331, 50.7492850117], [3.0716155329, 50.7505128783], [3.0774633277, 50.7519943572], [3.0853360568, 50.754619995], [3.0859305332, 50.7548537721], [3.0869068786, 50.7550612597], [3.0881037831, 50.7535987729], [3.0945166661, 50.7482606949], [3.1006715283, 50.7446874009], [3.1046219893, 50.7409317121], [3.1068257786, 50.7372590411], [3.1077042114, 50.7354502443], [3.108668976, 50.7330581197], [3.1092756482, 50.7311714724], [3.1074062623, 50.7283753219], [3.1045861354, 50.725787212], [3.1037296352, 50.7251876323], [3.1019412993, 50.7237543181], [3.1019381984, 50.7236197246], [3.1015704872, 50.7235320893], [3.101360137, 50.7236677542], [3.1004591282, 50.7248035777], [3.0980208893, 50.7271062104], [3.0971822121, 50.7276497362], [3.0944093986, 50.7288641248], [3.0923903041, 50.7294811882], [3.0858032823, 50.7292858078], [3.0796448488, 50.72475045], [3.0778156119, 50.7229228968], [3.0769195228, 50.7220763949], [3.0747613958, 50.7204212762], [3.0730572276, 50.7198031438], [3.0701391345, 50.7193274533], [3.0696444245, 50.7193304233], [3.0666821145, 50.7195716291], [3.0658309729, 50.7193971065], [3.0638504868, 50.7192294442], [3.0614534029, 50.7205084237], [3.0558197019, 50.7222428873], [3.0488193959, 50.7232813249], [3.0485352247, 50.7232383653], [3.0477607154, 50.7233768504], [3.046422309, 50.7236537276], [3.0428371589, 50.7249749505], [3.0417717371, 50.7255190793], [3.0407927143, 50.7262955718], [3.0359118056, 50.730906506], [3.0350189237, 50.7318175161]]]}";50.7356280307, 3.07374422477
59368;La Madeleine;3178.90780036;4884.36912024;1009.98728111;1796.47391865;"{""type"": ""Polygon"", ""coordinates"": [[[3.0616694471, 50.6640282757], [3.0618115317, 50.6636073306], [3.0628361498, 50.663271193599996], [3.0638946644, 50.6629547731], [3.0649752198, 50.6633149627], [3.0673552649, 50.6651183395], [3.0684719899, 50.66606447], [3.0689836995, 50.6664841626], [3.0711379958, 50.6642197425], [3.0792362642, 50.6540742953], [3.0818938796, 50.6520453413], [3.0835403639, 50.651550673], [3.0832556434, 50.6509496035], [3.0786100567, 50.645415623], [3.0756044951, 50.6430653691], [3.0735706212, 50.6439200316], [3.0710272008, 50.6457917198], [3.0702371758, 50.6470566202], [3.0690389152, 50.6481171318], [3.0670419484, 50.6493647245], [3.0657681193, 50.6499406428], [3.0641398236, 50.6504045555], [3.0627399621, 50.6507041063], [3.0615784829, 50.6508796814], [3.0604663186, 50.6509879163], [3.0595912319, 50.651047568], [3.0585862357, 50.6510686864], [3.0566864377, 50.6524461843], [3.0564087609, 50.6528070663], [3.0561401509, 50.6537054865], [3.0562230792, 50.6546468214], [3.061117318, 50.663969321], [3.0616694471, 50.6640282757]]]}";50.6546146137, 3.06940961222
59378;Marcq-en-Baroeul;6884.99415484;10084.696537;1842.55201995;3827.45347205;"{""type"": ""Polygon"", ""coordinates"": [[[3.1206061643, 50.7083809259], [3.1221672311, 50.7052854075], [3.1296505113, 50.6953083921], [3.1310935409, 50.6928230208], [3.1315883132, 50.6918677178], [3.1286777266, 50.6900473461], [3.1258778749, 50.6889258288], [3.1234005216, 50.6896506827], [3.121061327, 50.6897032347], [3.1180788744, 50.6895418879], [3.1141065843, 50.6883117358], [3.1123046577, 50.6841388687], [3.1133493329, 50.6813910941], [3.1147726031, 50.6812031361], [3.1156856865, 50.680883725], [3.1170849533, 50.6801035014], [3.1196714464, 50.6785171847], [3.1199488126, 50.6781570726], [3.1199172408, 50.6761748127], [3.1184060489, 50.6743456219], [3.1163499708, 50.6737750394], [3.1134608661, 50.672627276], [3.1116747831, 50.6689514374], [3.1133879609, 50.6653612501], [3.1155295597, 50.6627649301], [3.1182919761, 50.658305881], [3.1187079903, 50.653936053], [3.1187045305, 50.6536668359], [3.1158405724, 50.6531508418], [3.1159124901, 50.6525073372], [3.1176616656, 50.6507934457], [3.1189993912, 50.6500230946], [3.1195438494, 50.6486746663], [3.1193288804, 50.6484962888], [3.1184754087, 50.6480977591], [3.1173992603, 50.6478358403], [3.1158464726, 50.6477556342], [3.1154279977, 50.6480719118], [3.1044753272, 50.652278775], [3.1031554896, 50.6522744938], [3.1022786046, 50.6521307371], [3.0938484225, 50.6520009877], [3.0902759951, 50.6529333446], [3.0839625837, 50.6516482053], [3.0835403639, 50.651550673], [3.0818938796, 50.6520453413], [3.0792362642, 50.6540742953], [3.0711379958, 50.6642197425], [3.0689836995, 50.6664841626], [3.0690899513, 50.6667407552], [3.0732101145, 50.6706007222], [3.0762230704, 50.6730882329], [3.0767314457, 50.6730852279], [3.0772273877, 50.6732617034], [3.0784356936, 50.6738370609], [3.079149762, 50.6744163114], [3.0805150587, 50.6759867327], [3.0816639835, 50.6773257566], [3.08340473, 50.6795123831], [3.0840610608, 50.6809531097], [3.0844364182, 50.6824308128], [3.0845973633, 50.683225766], [3.0852390004, 50.6851142706], [3.0914751655, 50.6912863305], [3.0960107984, 50.6917737607], [3.100825692, 50.6919906968], [3.1027041563, 50.6924728304], [3.1048602898, 50.6939839595], [3.106443842, 50.6959119075], [3.106591821, 50.6964044227], [3.1082003055, 50.7045831712], [3.1134641236, 50.7096636467], [3.1202404189, 50.7084907541], [3.1206061643, 50.7083809259]]]}";50.675257141, 3.10114805967
59388;Marquillies;249.0;548.0;32.0;149.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8549634466000002, 50.5587517486], [2.8551042152, 50.558795892], [2.8584291546, 50.5598695849], [2.8598539352000003, 50.5607759088], [2.8604370944, 50.5623615923], [2.8604560457, 50.5641647329], [2.8612464601000003, 50.56573179], [2.8653316432000002, 50.5657138569], [2.8668160899, 50.565483901], [2.8719545408, 50.5646537252], [2.8722350718, 50.5646082411], [2.8751261076, 50.5636669965], [2.8808925272, 50.5629017009], [2.8814726495, 50.563078171], [2.8832822778000002, 50.5610963646], [2.8835557999, 50.5604136063], [2.8835545987, 50.5603238528], [2.8810601255, 50.5587651756], [2.8793567642999998, 50.5575617407], [2.8773695437, 50.5560896384], [2.8794641294, 50.5545021659], [2.8817359682, 50.5529668807], [2.8837446225, 50.551871994], [2.8853705148, 50.5524120293], [2.8910098835999998, 50.5517502483], [2.8929475173, 50.5488259662], [2.8941928403, 50.5467923117], [2.8955035815, 50.5444095493], [2.8952839499, 50.5436832498], [2.8942064281, 50.5416700343], [2.8891633253, 50.5388132113], [2.8873232317, 50.5378789944], [2.8869688225, 50.5376560783], [2.8858234187000003, 50.537212534], [2.8829952044000002, 50.5361041078], [2.8825011921, 50.5359716996], [2.8813886762000003, 50.5371428465], [2.8809731313, 50.5377725309], [2.8801673654, 50.541396066], [2.8764657343, 50.5454807542], [2.8737307965000003, 50.5463899014], [2.8727447576, 50.5463942781], [2.8722507853, 50.546216954], [2.8675628117, 50.5435912025], [2.8577812483000002, 50.5398555345], [2.8568646067000003, 50.5397692116], [2.8536201009, 50.5391102083], [2.8535695238, 50.5410030838], [2.8510530287, 50.5427628702], [2.8437184352, 50.5497196705], [2.8431636983, 50.5505294468], [2.8420365626, 50.5505782774], [2.8421113661, 50.5509822646], [2.8469224679, 50.5532141886], [2.8491955616, 50.5539224366], [2.8499692836, 50.5538291346], [2.8518127001, 50.5550331483], [2.8543867409, 50.5574442722], [2.8547466372, 50.5582049007], [2.8549634466000002, 50.5587517486]]]}";50.5509029648, 2.86954746803
59487;Radinghem-en-Weppes;224.833333333;358.944444444;14.7916666667;82.8333333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.8752713978, 50.6334897395], [2.8754135821, 50.633623599], [2.8827087686, 50.6384489785], [2.8891785262000003, 50.6419010107], [2.8910037802, 50.642991192], [2.8918599383, 50.6438848681], [2.8929854616, 50.6435654662], [2.8993918358, 50.6412940774], [2.9083851914, 50.6370284208], [2.9122375277, 50.6346691821], [2.9137197736, 50.6334954893], [2.9146937641, 50.6324506584], [2.915317694, 50.6314612206], [2.9153795764, 50.6307433182], [2.9166966052000003, 50.6286872934], [2.9181581734, 50.6270432671], [2.9185071709, 50.6267275992], [2.9197692796, 50.626228549], [2.922596268, 50.6255420093], [2.9225900562, 50.6249954654], [2.9225407491, 50.6240342771], [2.9214501509, 50.6231702538], [2.9191073640000003, 50.6211136057], [2.9194090781, 50.6194651954], [2.9198816625, 50.6176876583], [2.9202305828, 50.6173728786], [2.915137396, 50.6170823169], [2.9122458140000003, 50.6170067152], [2.908696459, 50.6171773626], [2.8922391861000003, 50.6157964501], [2.8913225085, 50.6157112904], [2.8909722009000003, 50.6159371408], [2.8814293602000003, 50.6226798835], [2.8782482531999998, 50.6284446422], [2.8766216011, 50.6312636682], [2.8762418486, 50.6319157223], [2.8752713978, 50.6334897395]]]}";50.628342874, 2.89817722703
59598;Toufflers;740.022808816;1002.93900564;182.721681189;321.793182983;"{""type"": ""Polygon"", ""coordinates"": [[[3.2209039268, 50.6551164206], [3.2206949057, 50.656058166], [3.2185243253999998, 50.6610605062], [3.2184589502, 50.661285867], [3.2198042625, 50.6622140905], [3.2206537152, 50.6630660043], [3.2333908339, 50.6698449237], [3.2350109048, 50.6705364439], [3.2351906869000002, 50.6709327463], [3.2356554447, 50.670668933], [3.2363884853, 50.6701030873], [3.2413989779, 50.6666645461], [3.2421106799, 50.6666766221], [3.2424599748, 50.6664946687], [3.2426586284, 50.6658203426], [3.2425116836, 50.6655074409], [3.2420214639, 50.6636947717], [3.2416026883, 50.6620515642], [3.2411348218000002, 50.6595882266], [3.2411021613, 50.6577854178], [3.2467887672, 50.6523521424], [3.2466413952, 50.6519494995], [3.2462827417, 50.6516388109], [3.2450790318, 50.6514231219], [3.244100431, 50.6519240075], [3.2323033439, 50.6545526957], [3.2219942174, 50.6555452296], [3.2215305628, 50.6550838955], [3.2209039268, 50.6551164206]]]}";50.6607230103, 3.23257481684
59660;Willems;382.922816925;889.869264749;105.429312015;173.957834441;"{""type"": ""Polygon"", ""coordinates"": [[[3.2072933955, 50.6344445886], [3.2127129362, 50.6370074488], [3.222111582, 50.6364471513], [3.2224647540999998, 50.6365344668], [3.2263037667, 50.6382559708], [3.232937683, 50.641581217], [3.2376606761, 50.6411603514], [3.2421707434, 50.6396215328], [3.2426479223, 50.6367389692], [3.2469534876, 50.6350469048], [3.2503624512, 50.6355605865], [3.2506560411, 50.6361415278], [3.2511480595, 50.6360480985], [3.2523400291, 50.6356804283], [3.2590208715, 50.6300505364], [3.2587035911, 50.6281692711], [3.2570039341, 50.6285407513], [3.2539053898, 50.6287876408], [3.2530470126, 50.6281216993], [3.244420762, 50.6246515284], [3.2319271509, 50.6214043139], [3.2266866932, 50.6208593729], [3.2209172756, 50.6215823485], [3.2127224711, 50.6222688501], [3.2037656513, 50.6229596526], [3.2039263764, 50.6239770894], [3.2042797029, 50.624131766], [3.2070004615, 50.6256825248], [3.2077649476, 50.6331407324], [3.2074997073000002, 50.6341741178], [3.2072933955, 50.6344445886]]]}";50.6303283792, 3.22986257147
59670;Don;224.301053365;366.66564888;46.0892575407;96.275337974;"{""type"": ""Polygon"", ""coordinates"": [[[2.9168766266, 50.5505999095], [2.9178753199000003, 50.5506580177], [2.9201868501, 50.5525569169], [2.9236143180000003, 50.5535508507], [2.9271402585, 50.5527936607], [2.9293022918, 50.5511147283], [2.9296469673, 50.5504408749], [2.9273251818, 50.5505858336], [2.9270575303, 50.5505811887], [2.9270112442, 50.5504420433], [2.9282132416, 50.5492050415], [2.929973848, 50.5483758256], [2.9305260152, 50.5473771746], [2.9299588308, 50.5470205317], [2.9249747201, 50.5435010402], [2.9186535919, 50.5397991542], [2.9122700053, 50.5369127583], [2.9061968472, 50.5363581082], [2.9008958696000002, 50.5356556832], [2.9003993534, 50.535343833], [2.9004066309, 50.5359362259], [2.9011835656000002, 50.5411893235], [2.9030361352, 50.543154621], [2.9092339678, 50.5484287891], [2.9100840093, 50.548872793], [2.9110044988, 50.5493177389], [2.9120095299, 50.5497609427], [2.9156076683, 50.5504177496], [2.9168766266, 50.5505999095]]]}";50.5444162497, 2.91510699562
59009;Villeneuve-d'Ascq;6189.28052083;17649.0055502;3329.80271517;2750.97574613;"{""type"": ""Polygon"", ""coordinates"": [[[3.2062386712, 50.6346312155], [3.2072933955, 50.6344445886], [3.2074997073000002, 50.6341741178], [3.2077649476, 50.6331407324], [3.2070004615, 50.6256825248], [3.2042797029, 50.624131766], [3.2039263764, 50.6239770894], [3.2021183782, 50.6255371076], [3.2014945031, 50.6261690223], [3.1995882339, 50.6278915941], [3.1968386736, 50.6268836743], [3.1945427162, 50.6256694684], [3.1908147725, 50.6236775503], [3.1868590344, 50.6214264963], [3.1800784909, 50.6181007062], [3.1761226788, 50.6155656979], [3.1761940281, 50.6101691902], [3.1785883033, 50.6092108693], [3.1802105147, 50.6092892955], [3.1776412651, 50.6074235856], [3.1730282813, 50.602152997], [3.1729543039, 50.6019646313], [3.1728147316, 50.601974698], [3.1680654749, 50.60119055], [3.1551851443, 50.601635423], [3.1388669897, 50.6017148908], [3.1379419099, 50.6011962872], [3.1347670114, 50.603580763], [3.1304002643, 50.6081930133], [3.12612445, 50.6128265244], [3.1233265362, 50.6164640214], [3.1205369855, 50.6184644842], [3.1222892299, 50.6197218886], [3.1215573463, 50.6291538059], [3.1206814381, 50.6327937451], [3.1194545646, 50.6348787586], [3.1174325028, 50.6361002888], [3.1168152634, 50.6364589433], [3.1173709991, 50.6369546946], [3.1205184325, 50.6424824782], [3.119819638, 50.6483136424], [3.1196784934, 50.6483146759], [3.1193288804, 50.6484962888], [3.1195438494, 50.6486746663], [3.1189993912, 50.6500230946], [3.1176616656, 50.6507934457], [3.1159124901, 50.6525073372], [3.1158405724, 50.6531508418], [3.1187045305, 50.6536668359], [3.1188441744, 50.6536218323], [3.1238922481999998, 50.6530990988], [3.1283891264, 50.6540089842], [3.1337508448, 50.6610254538], [3.1360715583, 50.6692349162], [3.1355293682, 50.6708184868], [3.1363299225, 50.6723377689], [3.1367744311, 50.6727393051], [3.1379094831, 50.6731355881], [3.1388207337, 50.6727702388], [3.1440600431, 50.6689046483], [3.152231197, 50.6631929183], [3.160838281, 50.6579691176], [3.1620332046, 50.6568395363], [3.162170824, 50.6566141098], [3.1632015697, 50.6549391099], [3.1639677379, 50.6543960708], [3.1649133807, 50.6539182986], [3.1680316768, 50.6526550631], [3.1685240107, 50.6525619634], [3.1692300936, 50.6526471542], [3.1809534594, 50.6495354742], [3.1859842575, 50.6404417224], [3.1860205257, 50.6384224692], [3.1858018481, 50.6380566479], [3.1848682682, 50.6370762594], [3.1839399443, 50.6363650824], [3.1835852653, 50.6362327884], [3.1828850929, 50.6365515103], [3.18239848, 50.637003631], [3.1821162538, 50.6370049427], [3.1808935359, 50.6364305831], [3.1793635987, 50.6355667865], [3.1776874201, 50.634433951], [3.1780946949, 50.6334892724], [3.1790735944, 50.6329888934], [3.1814512928, 50.6318430116], [3.1828515157, 50.6312055753], [3.1848940992, 50.6302943477], [3.1864335485, 50.6295570467], [3.1867556196, 50.6277607932], [3.1868770147, 50.6266388131], [3.1896970881, 50.6265744073], [3.1908385216, 50.627329198300004], [3.1912144432, 50.6278643901], [3.1912165374, 50.6280438743], [3.1891744981, 50.6290449519], [3.1911676201, 50.6292779243], [3.1937781065, 50.6293429795], [3.194765849, 50.6293647671], [3.1961494589, 50.627785793], [3.1962905442, 50.6277846725], [3.1965875144, 50.6286798446], [3.1968973587, 50.6303369162], [3.196715901, 50.6311996375], [3.1965317396, 50.6328153065], [3.1969174503, 50.6347414764], [3.1984699607, 50.634819773], [3.2025619465, 50.6340736831], [3.2059544994999998, 50.6344988677], [3.2062386712, 50.6346312155]]]}";50.6322610396, 3.15284231204
59044;Baisieux;585.964588296;1278.16090761;161.969585384;284.075157269;"{""type"": ""Polygon"", ""coordinates"": [[[3.2587035911, 50.6281692711], [3.2586975094, 50.6278103081], [3.2581621996, 50.6263252612], [3.2578017817, 50.6259239564], [3.2573040379, 50.6257042183], [3.2586339877, 50.622324371], [3.2612681067000002, 50.6188475214], [3.2655833678, 50.6151282878], [3.2686001893, 50.6124276253], [3.2702967598, 50.6108129987], [3.2709053558, 50.6093739354], [3.2710856246, 50.6077572067], [3.2710576063, 50.6062234961], [3.2709733536, 50.6055066026], [3.2620767539, 50.6053937845], [3.2591693746, 50.6052365519], [3.2544954332, 50.6040597714], [3.2399508366, 50.5979715682], [3.2362770513, 50.5966494533], [3.2344029211, 50.5950931872], [3.2342601002, 50.5950046063], [3.2328231571, 50.5934447939], [3.2282214078, 50.5938159288], [3.2240686197, 50.5952846002], [3.2228593346, 50.596665308], [3.2220283933, 50.5975238901], [3.2217479979, 50.597570163], [3.2217500019, 50.5977047811], [3.223843052, 50.6044724595], [3.2254297002, 50.6089012748], [3.2232524372, 50.614057527599996], [3.2224758241, 50.6148253495], [3.2149365909, 50.6211055355], [3.2035300698, 50.6215707943], [3.2033891839, 50.621616795], [3.2037656513, 50.6229596526], [3.2127224711, 50.6222688501], [3.2209172756, 50.6215823485], [3.2266866932, 50.6208593729], [3.2319271509, 50.6214043139], [3.244420762, 50.6246515284], [3.2530470126, 50.6281216993], [3.2539053898, 50.6287876408], [3.2570039341, 50.6285407513], [3.2587035911, 50.6281692711]]]}";50.611609544, 3.24233806627
59128;Capinghem;240.0;461.0;72.0;94.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9692964119000003, 50.6573901205], [2.9706078139, 50.655132587], [2.9747299831, 50.6464816206], [2.9744925009000003, 50.6444202183], [2.9711823785, 50.640346126], [2.9703954034, 50.6394987777], [2.9700426239, 50.6394556169], [2.96472905, 50.6399262637], [2.9587689322, 50.640510441800004], [2.9544997692, 50.6453289654], [2.95255925, 50.6481730279], [2.9545300302, 50.6477591626], [2.9577330608, 50.648909873], [2.96207366, 50.6541440328], [2.9690832681, 50.6573469926], [2.9692964119000003, 50.6573901205]]]}";50.6472016801, 2.96525870294
59146;Chéreng;480.0;747.0;84.0;213.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1955721954, 50.6114271204], [3.1957390957, 50.6129956138], [3.1968268496, 50.6220662254], [3.2025846627, 50.6239640298], [3.2039263764, 50.6239770894], [3.2037656513, 50.6229596526], [3.2033891839, 50.621616795], [3.2035300698, 50.6215707943], [3.2149365909, 50.6211055355], [3.2224758241, 50.6148253495], [3.2232524372, 50.614057527599996], [3.2254297002, 50.6089012748], [3.223843052, 50.6044724595], [3.2217500019, 50.5977047811], [3.2217479979, 50.597570163], [3.2202475895, 50.5972219218], [3.2197540913, 50.5972254894], [3.2176847533, 50.5976895439], [3.2119152532, 50.5991301111], [3.2040811012, 50.6012926956], [3.2042293937, 50.6016954167], [3.202468367, 50.6017620235], [3.2024703195, 50.6018966411], [3.2022155827, 50.6034236542], [3.1998210465, 50.6055527385], [3.1978918768, 50.6070061351], [3.1962968227, 50.6084526881], [3.1954853172, 50.6104858222], [3.1955721954, 50.6114271204]]]}";50.6105754536, 3.21025110841
59196;Ennetières-en-Weppes;212.842741935;330.060483871;24.6774193548;101.794354839;"{""type"": ""Polygon"", ""coordinates"": [[[2.9703954034, 50.6394987777], [2.9699666595, 50.6390517598], [2.9678874463, 50.6354247564], [2.9700178567, 50.6336654372], [2.9650808326, 50.6312545511], [2.9510173898, 50.6299198061], [2.9426857481, 50.6274195786], [2.9412853378, 50.6269100781], [2.940831231, 50.626746529100004], [2.9271775361000003, 50.6253320885], [2.9266118566, 50.6252904732], [2.9254845678, 50.6253185197], [2.9247099875, 50.625344078], [2.922596268, 50.6255420093], [2.9197692796, 50.626228549], [2.9185071709, 50.6267275992], [2.9181581734, 50.6270432671], [2.9166966052000003, 50.6286872934], [2.9153795764, 50.6307433182], [2.915317694, 50.6314612206], [2.9146937641, 50.6324506584], [2.9137197736, 50.6334954893], [2.9122375277, 50.6346691821], [2.9083851914, 50.6370284208], [2.8993918358, 50.6412940774], [2.8929854616, 50.6435654662], [2.8918599383, 50.6438848681], [2.8924326131, 50.6446984222], [2.8947298775, 50.6482756749], [2.8953076398, 50.6494033071], [2.895876867, 50.649894667], [2.8960322281, 50.6498490294], [2.9028544262000002, 50.6474773201], [2.9111357498, 50.6480668375], [2.9133698999, 50.6489981303], [2.9167493755000002, 50.6504766746], [2.9200581173, 50.6521776339], [2.9222313872, 50.6534506321], [2.925293816, 50.6558674135], [2.9282987363, 50.6582293364], [2.9292238997, 50.6588984256], [2.9295036839, 50.6587173111], [2.9306216967000003, 50.6577702919], [2.9345426321, 50.6551861221], [2.9365908021, 50.6541892766], [2.9393267266, 50.6528750537], [2.9454108073, 50.650191051], [2.9522077081, 50.6482644287], [2.95255925, 50.6481730279], [2.9544997692, 50.6453289654], [2.9587689322, 50.640510441800004], [2.96472905, 50.6399262637], [2.9700426239, 50.6394556169], [2.9703954034, 50.6394987777]]]}";50.6401400631, 2.93220436023
59208;Escobecques;80.2657807309;74.2458471761;0.0;25.0830564784;"{""type"": ""Polygon"", ""coordinates"": [[[2.9385889570000003, 50.6155444453], [2.9363377668, 50.617734883], [2.9246198643, 50.6177103704], [2.9229810676, 50.6174939766], [2.9202305828, 50.6173728786], [2.9198816625, 50.6176876583], [2.9194090781, 50.6194651954], [2.9191073640000003, 50.6211136057], [2.9214501509, 50.6231702538], [2.9225407491, 50.6240342771], [2.9225900562, 50.6249954654], [2.922596268, 50.6255420093], [2.9247099875, 50.625344078], [2.9254845678, 50.6253185197], [2.9266118566, 50.6252904732], [2.9271775361000003, 50.6253320885], [2.940831231, 50.626746529100004], [2.9412853378, 50.6269100781], [2.9414836339, 50.6262451713], [2.941318153, 50.6253898352], [2.9447924066, 50.6208090949], [2.9423296105, 50.6168789534], [2.9410902133, 50.6164458006], [2.9389061873, 50.615662168], [2.9385889570000003, 50.6155444453]]]}";50.621402555, 2.93243880908
