Code Iris;Commune;Nombre de 65 ans et plus;Nombre de moins de 20 ans;Nombre de familles monoparentales;Nombre de personnes âgées de 75 ans et plus;geom;geo_point_2d
59346;Lezennes;456.0;787.0;128.0;223.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.0968767454, 50.6171480089], [3.098624845, 50.6180566452], [3.1001635186, 50.6186073434], [3.1108786181, 50.6185677204], [3.1201827073, 50.6183768779], [3.1205369855, 50.6184644842], [3.1233265362, 50.6164640214], [3.12612445, 50.6128265244], [3.1304002643, 50.6081930133], [3.1347670114, 50.603580763], [3.1379419099, 50.6011962872], [3.1374023223, 50.6008630267], [3.1346443871, 50.5993941956], [3.1308284673, 50.6004016526], [3.1286616406, 50.6017124315], [3.1182522946, 50.6085031417], [3.1149434003, 50.609645128], [3.1120700692, 50.6107399635], [3.1084763648, 50.611408173], [3.1041624059, 50.6109963463], [3.0979337051, 50.61591857], [3.0968767454, 50.6171480089]]]}";50.6114599415, 3.11785498319
59410;Mons-en-Baroeul;2822.91204248;6271.18770086;1233.58196155;1475.04114139;"{""type"": ""Polygon"", ""coordinates"": [[[3.1031554896, 50.6522744938], [3.1044753272, 50.652278775], [3.1154279977, 50.6480719118], [3.1158464726, 50.6477556342], [3.1173992603, 50.6478358403], [3.1184754087, 50.6480977591], [3.1193288804, 50.6484962888], [3.1196784934, 50.6483146759], [3.119819638, 50.6483136424], [3.1205184325, 50.6424824782], [3.1173709991, 50.6369546946], [3.1168152634, 50.6364589433], [3.1162993889, 50.6361094321], [3.1123959708, 50.6353717539], [3.1081316041, 50.6347150356], [3.1032415642, 50.6350997067], [3.0991915934, 50.635754539], [3.096271437, 50.6369369501], [3.0953560926, 50.637939180000004], [3.0945323808, 50.6389099221], [3.0935709053, 50.6409433049], [3.0932267993, 50.6418338016], [3.0931865632, 50.6422062596], [3.0938735971, 50.6435725056], [3.0963710436, 50.6461910375], [3.0980270843, 50.64787059], [3.1001578086, 50.6497040883], [3.1020128365, 50.6512434234], [3.1031554896, 50.6522744938]]]}";50.6427234654, 3.10704546554
59437;Noyelles-lès-Seclin;131.167623421;206.120551091;15.7795637199;52.269804822;"{""type"": ""Polygon"", ""coordinates"": [[[2.9894096136, 50.5820412683], [2.9916580152, 50.5815801274], [2.99996899, 50.5798006721], [3.0068600655, 50.5783949994], [3.0099003137, 50.578109389], [3.0101850864, 50.5783768209], [3.0107589272, 50.5791809317], [3.0113370658, 50.580210310300004], [3.0115571213, 50.5809264924], [3.0119138183, 50.5812387873], [3.0124100472, 50.5814604201], [3.0132529228, 50.5812314715], [3.0169894542, 50.5804035241], [3.0214913746, 50.5798849697], [3.0243863604, 50.5794204277], [3.0254390939, 50.5790468568], [3.0275387628, 50.5780932639], [3.0355997285, 50.5741807927], [3.0398917087, 50.57290054], [3.0383790005, 50.5704337665], [3.0308284267, 50.5664302745], [3.0269548834, 50.5669284005], [3.0225306688, 50.5683240198], [3.0222488447, 50.5683707414], [3.0213887235, 50.5672095102], [3.0204051822, 50.5673945639], [3.0188608562, 50.5678067673], [3.0159906515, 50.5689218816], [3.011711365, 50.5713985908], [3.0093641186, 50.5749636859], [3.004151013, 50.5786123145], [2.9962322619, 50.5801120465], [2.9893321899, 50.5815476393], [2.9893363616, 50.5818168882], [2.9894096136, 50.5820412683]]]}";50.5738257361, 3.02193087225
59512;Roubaix;10178.9890296;32989.2143954;6270.45955744;5287.13908313;"{""type"": ""Polygon"", ""coordinates"": [[[3.1994071974000002, 50.6711344192], [3.1987643381, 50.6706903487], [3.1953409128, 50.6687511518], [3.1852745706, 50.6707031191], [3.1793850286, 50.6719824501], [3.1780735811, 50.6725012261], [3.1771255942, 50.6723787429], [3.173841675, 50.6709619331], [3.1733247605, 50.6705292209], [3.1707397513, 50.6715181223], [3.16851757, 50.6741908518], [3.1669253738, 50.6748453921], [3.1647039763, 50.6757125269], [3.163314448, 50.6761827893], [3.1604005136, 50.6733912646], [3.1570430098, 50.6708927676], [3.1558078993, 50.6701387288], [3.1546292291, 50.6698171443], [3.1539684487, 50.6698403994], [3.1536184417, 50.6699018545], [3.1534364488, 50.6699559222], [3.1534149366, 50.6703095165], [3.1534167252, 50.6722801575], [3.1541883325, 50.6729271085], [3.1594766906, 50.6773085904], [3.1618528242, 50.6792662705], [3.1643897119, 50.6810881849], [3.1635300516, 50.6825376655], [3.1605951688, 50.6843514725], [3.1549822725, 50.6871987399], [3.1524645283, 50.6874818291], [3.1513059926, 50.6878753895], [3.1516302592, 50.6895368961], [3.1527988103, 50.6919556248], [3.154149639, 50.6934283029], [3.1545203453, 50.6936126965], [3.1551631066, 50.6940569807], [3.1555231925, 50.6944585425], [3.1564856342, 50.6963803478], [3.156431145, 50.6970291965], [3.1583409007, 50.7009275225], [3.162860945, 50.7052809427], [3.1665882997, 50.7077311042], [3.167515689, 50.7082637695], [3.1682983525, 50.7086171576], [3.1685103239, 50.7086159733], [3.1697646454, 50.7076119502], [3.1712379385, 50.7070185892], [3.1730751746, 50.7070689882], [3.1755920771, 50.7079116423], [3.1762982447, 50.7077957849], [3.1815070285, 50.7069941534], [3.183836883, 50.7068884351], [3.1849412464, 50.7070824158], [3.1899925105999998, 50.7057880261], [3.1949398322, 50.7029035118], [3.2001341217, 50.6954850069], [3.2014372598, 50.6938595989], [3.2065642467, 50.6914821782], [3.207830278, 50.6912045806], [3.2105883121, 50.6906462717], [3.2147393803, 50.6898100142], [3.2155653388, 50.6893796486], [3.2151564721, 50.6889065529], [3.2143876879, 50.685856862], [3.2143134701, 50.6856775178], [3.213956571, 50.6854564845], [3.2062353724, 50.6774641314], [3.2027396384, 50.675291062], [3.2004215129, 50.6726529471], [3.1994797499, 50.6712689097], [3.1994071974000002, 50.6711344192]]]}";50.6882414286, 3.18164958237
59553;Santes;733.031970082;1617.38181928;228.413043978;352.600881282;"{""type"": ""Polygon"", ""coordinates"": [[[2.9314158111, 50.5962829094], [2.9312773224, 50.5965080993], [2.9303684594, 50.5970954392], [2.9291170123, 50.5986267194], [2.9291938721, 50.599119476], [2.9297617031, 50.5994303243], [2.9309639683, 50.5998285793], [2.9347147026, 50.599945486], [2.9364054925, 50.5998925159], [2.9364734058, 50.5997121589], [2.9387282848, 50.5996118787], [2.9404908159, 50.5996926116], [2.9518616153, 50.6014529973], [2.9609311434, 50.6021930068], [2.9620733207, 50.6022768258], [2.9675836117000003, 50.6033257326], [2.9692966605, 50.6038996495], [2.9706444639000003, 50.6045299967], [2.9707163343, 50.6046188627], [2.9705087913, 50.6050235703], [2.9709345589, 50.605246242], [2.9718539251, 50.6054654352], [2.9727705999, 50.6054611525], [2.9734011566, 50.6051435868], [2.9738187804000003, 50.6047828948], [2.9791967381, 50.5963055082], [2.9783388012, 50.5847314106], [2.9782292435, 50.5838132572], [2.9783309969, 50.5799441736], [2.9780665325, 50.5787271193], [2.9777046242000003, 50.5779668725], [2.9769158206, 50.5768493394], [2.9753477884, 50.5754220084], [2.9739107786, 50.5742630364], [2.9719919133, 50.5729630292], [2.9708577441, 50.5723407953], [2.9676063486, 50.570240715], [2.9672820309, 50.5705233455], [2.9646003252, 50.5722915988], [2.95505714, 50.5808219577], [2.9456359216, 50.5869920374], [2.9397130984, 50.5920897089], [2.9316965257, 50.5961924191], [2.9314158111, 50.5962829094]]]}";50.5901650619, 2.96087724679
59566;Sequedin;651.917045387;985.290219589;137.664778477;320.165740252;"{""type"": ""Polygon"", ""coordinates"": [[[2.9630867685, 50.6201930574], [2.9643180359, 50.6205523953], [2.9669214155, 50.6216946646], [2.9662813409, 50.623211169], [2.9642649098, 50.6258266397], [2.9676479725, 50.6304008926], [2.9705742538, 50.6329135261], [2.9717323042, 50.6336425062], [2.972015852, 50.6337762871], [2.9731162551, 50.634194731], [2.9749321184, 50.6345684401], [2.9791680115, 50.6349946027], [2.9799441328, 50.6349462695], [2.9809404858, 50.6346269431], [2.9835188909, 50.6335477082], [2.9885286344, 50.631348675], [3.0026214473, 50.6279784221], [3.0135483258, 50.6260437365], [3.0131277738, 50.6255816015], [3.0107533603, 50.6256446505], [3.0016492513, 50.6253049765], [3.0011554625, 50.6252628025], [2.9972644705, 50.6242962363], [2.9964435967, 50.6213544032], [2.9963239183, 50.6181837257], [2.9963930452, 50.618093983], [2.9961095175, 50.6180051271], [2.9906520590000003, 50.616823794], [2.9879692106, 50.6164789424], [2.9844612284, 50.6161025213], [2.9806325215, 50.617234564], [2.9797211301, 50.617597885], [2.9774750742, 50.6184258418], [2.9771083094, 50.618428467], [2.9748594609000003, 50.6162203086], [2.9745690394, 50.6159133214], [2.974091135, 50.6153801368], [2.9732445838, 50.6158026566], [2.971654652, 50.6162205154], [2.9703683392, 50.6160093142], [2.9682449795, 50.6167446979], [2.9635045966, 50.6198252285], [2.9630867685, 50.6201930574]]]}";50.6248991216, 2.98219751168
59599;Tourcoing;11223.7176632;29282.9956769;5419.09247796;5893.89842969;"{""type"": ""Polygon"", ""coordinates"": [[[3.1334226942, 50.7154979682], [3.1331065022, 50.7156490566], [3.133033886, 50.7159802447], [3.1329876065, 50.7182478132], [3.1325144126, 50.7205032671], [3.1292656419, 50.7235826638], [3.1193914419, 50.7264351971], [3.1188999157, 50.7266169232], [3.1189049018, 50.7269309745], [3.1192950764, 50.7293057579], [3.1200967523, 50.7299286098], [3.1205210913, 50.7300152374], [3.1251041653, 50.7315648333], [3.1295673023, 50.733644683], [3.1332900375, 50.7357727183], [3.1363112268, 50.7382289165], [3.1365285442, 50.738586696], [3.1374647297, 50.7396570259], [3.1386838883, 50.7407701017], [3.1388268313, 50.7408139092], [3.1401601894, 50.7402668653], [3.1531195306, 50.7400927744], [3.1551844291, 50.7402140419], [3.1566018476, 50.7403836477], [3.161310905, 50.7413305492], [3.1665508559, 50.7428292882], [3.1763244287, 50.746584401], [3.1832323732, 50.7487341666], [3.184297058, 50.749041257100004], [3.1845074553, 50.7489503206], [3.1851491247, 50.7484522774], [3.1856313921, 50.74768708], [3.1858978142, 50.7466889102], [3.1927531898, 50.7383732248], [3.1959981071, 50.7372285976], [3.1963480612, 50.7370467931], [3.1961306781, 50.7367797431], [3.1897364061, 50.7281056158], [3.1822585424, 50.7213044378], [3.1736326023, 50.7141956732], [3.1734185763, 50.7140183021], [3.1725527633, 50.7129472062], [3.1721408815, 50.7115335944], [3.1740750617, 50.7089295518], [3.1747099414, 50.7082224635], [3.1755920771, 50.7079116423], [3.1730751746, 50.7070689882], [3.1712379385, 50.7070185892], [3.1697646454, 50.7076119502], [3.1685103239, 50.7086159733], [3.1682983525, 50.7086171576], [3.167515689, 50.7082637695], [3.1665882997, 50.7077311042], [3.162860945, 50.7052809427], [3.1583409007, 50.7009275225], [3.156431145, 50.6970291965], [3.1564856342, 50.6963803478], [3.1555231925, 50.6944585425], [3.1551631066, 50.6940569807], [3.1545203453, 50.6936126965], [3.154149639, 50.6934283029], [3.1521116192, 50.6936147698], [3.1516267934, 50.6930634925], [3.1498339561, 50.6935089567], [3.1487219344, 50.6939203802], [3.1466020217, 50.6931700228], [3.1447895192, 50.6931820179], [3.1431891814, 50.6932834773], [3.142908306, 50.6933744327], [3.1429099744, 50.6934641656], [3.1482277786, 50.698326935], [3.1504546334, 50.6997923104], [3.1510284774, 50.700327326600004], [3.1530414023, 50.7024757847], [3.153187897, 50.7027887747], [3.1507643257, 50.7088092466], [3.1500948913, 50.7098904385], [3.1441968131, 50.7145347847], [3.1413496264, 50.7172838474], [3.1392767668, 50.7169972498], [3.1358554017999998, 50.7161342254], [3.1334226942, 50.7154979682]]]}";50.7259486199, 3.159904295
59611;Verlinghem;359.0;612.0;48.0;154.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9818716167, 50.6937702213], [2.9823647298, 50.6935881308], [2.9929220644, 50.6942505246], [2.9938403435, 50.6943806886], [3.0039306047, 50.6981029595], [3.0094286157, 50.70094005], [3.0176815245, 50.7005640633], [3.0179881069, 50.7004931296], [3.0185024277, 50.7005244609], [3.0187058838, 50.7005055864], [3.0207374927, 50.700032367], [3.0214790286, 50.6994498683], [3.0216579424, 50.6982330443], [3.0198928431, 50.6900504389], [3.0213222859, 50.686369255], [3.0233255231, 50.677806263], [3.0233995065, 50.6759442076], [3.0232439757, 50.6724992221], [3.0230445165, 50.6717454637], [3.0230303792, 50.6717104686], [3.0222623318, 50.672048022], [3.0209447617, 50.6719360791], [3.0207540922, 50.6718598341], [3.0201427561, 50.6721506845], [3.0196979238, 50.6721292188], [3.0185389916, 50.6694812361], [3.0182192438, 50.667769979], [3.0184186382, 50.6647403827], [3.0170979555, 50.6631925796], [3.0127430063, 50.6604802944], [3.0114637534, 50.6598145544], [3.0106843858, 50.6595409192], [3.0101282627, 50.6601359367], [3.0055292057, 50.6655070944], [3.0024824288, 50.6698828254], [3.0010124773, 50.6708322721], [3.0006086189, 50.6710620033], [2.99411547, 50.6733896577], [2.9901682623, 50.6743119079], [2.9862084582, 50.6742926867], [2.9838673185999998, 50.6733986209], [2.9815827945, 50.6723788856], [2.9793775524, 50.6710899069], [2.9793055904, 50.6709552884], [2.9792349847, 50.670956174], [2.9789511887, 50.6708672858], [2.9776607529, 50.6703582474], [2.9766153133, 50.6714178577], [2.9756404482, 50.6724541397], [2.971122664, 50.6779226522], [2.9697454009, 50.6807104412], [2.9694031063, 50.6815278557], [2.9701120279, 50.6817039114], [2.9741780024, 50.6851264588], [2.9757337767000003, 50.6897122577], [2.9765189049, 50.6903450415], [2.9800933726, 50.6927478706], [2.9818716167, 50.6937702213]]]}";50.6824527659, 3.00081448813
59636;Wambrechies;1748.32311823;2551.60831079;334.167251228;786.143922376;"{""type"": ""Polygon"", ""coordinates"": [[[3.0234144224, 50.6715919432], [3.0231108543, 50.671675456], [3.0230303792, 50.6717104686], [3.0230445165, 50.6717454637], [3.0232439757, 50.6724992221], [3.0233995065, 50.6759442076], [3.0233255231, 50.677806263], [3.0213222859, 50.686369255], [3.0198928431, 50.6900504389], [3.0216579424, 50.6982330443], [3.0214790286, 50.6994498683], [3.0207374927, 50.700032367], [3.0187058838, 50.7005055864], [3.0185024277, 50.7005244609], [3.0179881069, 50.7004931296], [3.0180602149, 50.7006268225], [3.0197776069, 50.7023216296], [3.0315150386, 50.7063913037], [3.0398386295, 50.7086851788], [3.0439517749, 50.7112384776], [3.0457312296, 50.7145399778], [3.0451427731, 50.7155433945], [3.0450201813, 50.7159562049], [3.044799379, 50.7187657782], [3.0456776769, 50.7209136232], [3.0464717848, 50.7221291834], [3.0485352247, 50.7232383653], [3.0488193959, 50.7232813249], [3.0558197019, 50.7222428873], [3.0614534029, 50.7205084237], [3.0638504868, 50.7192294442], [3.0658309729, 50.7193971065], [3.0668755579, 50.7183601525], [3.0686694962, 50.7154698178], [3.0710174583, 50.7097453812], [3.0717196852, 50.7066886802], [3.075549313, 50.6964334439], [3.0754471448, 50.6923810902], [3.07370614, 50.6881636838], [3.0739070019, 50.6873909418], [3.0718414589, 50.6871346117], [3.0688562745, 50.6857839844], [3.0663545557, 50.6846107028], [3.0584523945, 50.6791703697], [3.0444100428, 50.6733728874], [3.0408504317, 50.6722272634], [3.0365276553, 50.6719378596], [3.0244381294, 50.6714221419], [3.0234144224, 50.6715919432]]]}";50.6955784111, 3.04755809522
59653;Wavrin;1067.22422026;2042.60126722;354.4102883;473.212610294;"{""type"": ""Polygon"", ""coordinates"": [[[2.9504254314000002, 50.5577945307], [2.9501122327, 50.5582144474], [2.9417433936, 50.5579819275], [2.9377379442000002, 50.5567216469], [2.9395465085, 50.5535892642], [2.9329986875, 50.5512226909], [2.9305626442, 50.5504360061], [2.9296469673, 50.5504408749], [2.9293022918, 50.5511147283], [2.9271402585, 50.5527936607], [2.9236143180000003, 50.5535508507], [2.9201868501, 50.5525569169], [2.9178753199000003, 50.5506580177], [2.9168766266, 50.5505999095], [2.9163218730000002, 50.5512753808], [2.91140804, 50.5617452288], [2.9078212435, 50.5714016774], [2.9058024121, 50.5747837622], [2.9044401872, 50.5788807155], [2.9046563204, 50.5793727115], [2.9054009228, 50.5799261409], [2.905192832, 50.5818915004], [2.9049873354, 50.5824756126], [2.9074383267, 50.5841916792], [2.9146244448000003, 50.5860734885], [2.9231843476, 50.587872268], [2.9222780882, 50.5886390549], [2.9210897665, 50.589451427], [2.9207385781, 50.5895427467], [2.9208806886, 50.589721437], [2.9219480467, 50.590551389], [2.9228142421000003, 50.5911119609], [2.9299982203, 50.5956529862], [2.9311325202000003, 50.5961947997], [2.9314158111, 50.5962829094], [2.9316965257, 50.5961924191], [2.9397130984, 50.5920897089], [2.9456359216, 50.5869920374], [2.95505714, 50.5808219577], [2.9646003252, 50.5722915988], [2.9672820309, 50.5705233455], [2.9676063486, 50.570240715], [2.9668034071, 50.5697154588], [2.965090522, 50.5685939962], [2.9621649886, 50.5666796385], [2.9598240363, 50.565301215], [2.9570539027000002, 50.563376905], [2.9563273566, 50.562752875], [2.9554701436, 50.5617258061], [2.9553252908000003, 50.5614125189], [2.9552548393, 50.5614124935], [2.9536826804, 50.5595360926], [2.9504254314000002, 50.5577945307]]]}";50.5723754513, 2.93275743081
59658;Wicres;50.0;138.0;0.0;17.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8490260037, 50.564885511], [2.8493102489, 50.5650186896], [2.8564883179000002, 50.5699770039], [2.8574802136, 50.5705561456], [2.8630191493, 50.5735017316], [2.8693326709, 50.5763904352], [2.8745921067999998, 50.5794716029], [2.8748716458, 50.5792905904], [2.8811449487000003, 50.5783211789], [2.8815678036, 50.578319788499996], [2.8844996538, 50.5758310874], [2.8842154630000003, 50.5756073439], [2.8820613279, 50.5716257683], [2.8809461175, 50.5664541308], [2.8814738471, 50.5631679242], [2.8814726495, 50.563078171], [2.8808925272, 50.5629017009], [2.8751261076, 50.5636669965], [2.8722350718, 50.5646082411], [2.8719545408, 50.5646537252], [2.8668160899, 50.565483901], [2.8653316432000002, 50.5657138569], [2.8612464601000003, 50.56573179], [2.8604560457, 50.5641647329], [2.8604370944, 50.5623615923], [2.8598539352000003, 50.5607759088], [2.8584291546, 50.5598695849], [2.8551042152, 50.558795892], [2.8549634466000002, 50.5587517486], [2.8529857046, 50.5595670652], [2.8524971382, 50.5599281876], [2.8506213195, 50.5624524705], [2.8493717172, 50.564255873], [2.8490260037, 50.564885511]]]}";50.5693513881, 2.86845582911
59013;Anstaing;162.091393755;379.581111957;36.9322162986;74.8903274943;"{""type"": ""Polygon"", ""coordinates"": [[[3.1955721954, 50.6114271204], [3.1954853172, 50.6104858222], [3.1962968227, 50.6084526881], [3.1978918768, 50.6070061351], [3.1998210465, 50.6055527385], [3.2022155827, 50.6034236542], [3.2024703195, 50.6018966411], [3.202468367, 50.6017620235], [3.2012768374, 50.6021292332], [3.2007834689, 50.6021775985], [3.2006422765, 50.6021338508], [3.2002713125, 50.6010503039], [3.2006019061, 50.5997924093], [3.1997030594, 50.5975106806], [3.1991227769, 50.5966087505], [3.1984822834, 50.5961646273], [3.1933535342, 50.5938231229], [3.1921460091, 50.5932936896], [3.1916597238, 50.593700104], [3.1914536638, 50.5940154384], [3.1907160262, 50.5961830922], [3.1886966934, 50.597632017], [3.1824680546, 50.6010032743], [3.182115527, 50.6010055872], [3.1800546427, 50.6000330421], [3.1791800115, 50.5991413216], [3.1787588847, 50.5992792427], [3.1756777466, 50.6004665142], [3.1729543039, 50.6019646313], [3.1730282813, 50.602152997], [3.1776412651, 50.6074235856], [3.1802105147, 50.6092892955], [3.1820475921, 50.6095011073], [3.1837598208, 50.6098934664], [3.1856730922, 50.6104856346], [3.1875141456, 50.6109890336], [3.1894237516, 50.6113343475], [3.1937421861, 50.6116184573], [3.1948689277, 50.6115664354], [3.1955721954, 50.6114271204]]]}";50.6034591596, 3.18911996189
59090;Bondues;1970.54946355;2717.53867796;362.897011985;1036.61796935;"{""type"": ""Polygon"", ""coordinates"": [[[3.1206061643, 50.7083809259], [3.1202404189, 50.7084907541], [3.1134641236, 50.7096636467], [3.1082003055, 50.7045831712], [3.106591821, 50.6964044227], [3.106443842, 50.6959119075], [3.1048602898, 50.6939839595], [3.1027041563, 50.6924728304], [3.100825692, 50.6919906968], [3.0960107984, 50.6917737607], [3.0914751655, 50.6912863305], [3.0852390004, 50.6851142706], [3.0845973633, 50.683225766], [3.0844364182, 50.6824308128], [3.0833096077, 50.6826164299], [3.0816224216, 50.6830303358], [3.074459459, 50.6865354316], [3.0739070019, 50.6873909418], [3.07370614, 50.6881636838], [3.0754471448, 50.6923810902], [3.075549313, 50.6964334439], [3.0717196852, 50.7066886802], [3.0710174583, 50.7097453812], [3.0686694962, 50.7154698178], [3.0668755579, 50.7183601525], [3.0658309729, 50.7193971065], [3.0666821145, 50.7195716291], [3.0696444245, 50.7193304233], [3.0701391345, 50.7193274533], [3.0730572276, 50.7198031438], [3.0747613958, 50.7204212762], [3.0769195228, 50.7220763949], [3.0778156119, 50.7229228968], [3.0796448488, 50.72475045], [3.0858032823, 50.7292858078], [3.0923903041, 50.7294811882], [3.0944093986, 50.7288641248], [3.0971822121, 50.7276497362], [3.0980208893, 50.7271062104], [3.1004591282, 50.7248035777], [3.101360137, 50.7236677542], [3.1015704872, 50.7235320893], [3.1019381984, 50.7236197246], [3.1027090908, 50.7231668475], [3.106705358, 50.7212136306], [3.110181064, 50.7211468914], [3.1178970242, 50.7257627469], [3.1193914419, 50.7264351971], [3.1292656419, 50.7235826638], [3.1325144126, 50.7205032671], [3.1329876065, 50.7182478132], [3.133033886, 50.7159802447], [3.1331065022, 50.7156490566], [3.1334226942, 50.7154979682], [3.1336484579, 50.7148274284], [3.1324252095, 50.7134899346], [3.1301426589, 50.7129216474], [3.1261134967, 50.711286389], [3.1235456714, 50.7101547477], [3.1211809865, 50.7088272363], [3.1206061643, 50.7083809259]]]}";50.7097105802, 3.09556096809
59152;Comines;1817.03072955;3587.10989315;490.743902013;937.964848412;"{""type"": ""Polygon"", ""coordinates"": [[[2.9917353039, 50.7373638432], [2.9904073549, 50.7385365022], [2.9891500799, 50.7395521263], [2.9880299498, 50.7404367459], [2.987051218, 50.7412092088], [2.9850767106, 50.7426993726], [2.9837066107, 50.7464641798], [2.9839542766, 50.750333253], [2.9873465939, 50.7530730047], [2.9856034837000003, 50.7549660451], [2.9832999807, 50.7571837904], [2.9835842734, 50.757272657], [2.9978921151, 50.7625379301], [3.0084493332, 50.7673828134], [3.0120929243, 50.7691115057], [3.0266415427, 50.7707808078], [3.0329344327, 50.7697501644], [3.0338541085, 50.7697445343], [3.034847552, 50.7700170223], [3.0352735301, 50.7701496944], [3.03562278, 50.7698247928], [3.0407053127, 50.7631503984], [3.0446105139, 50.7543110589], [3.04615061, 50.7432973742], [3.0475840434, 50.7397830765], [3.0477224053, 50.739557805], [3.0475809597, 50.7395138921], [3.0442558236, 50.7386842326], [3.0408704944, 50.7384655554], [3.0398592688, 50.7382020811], [3.0384737565, 50.7366322633], [3.0352273917, 50.7327228278], [3.0347759601, 50.7321253565], [3.0349172174, 50.7319449606], [3.0350189237, 50.7318175161], [3.0347601821, 50.7317996427], [3.0252356281, 50.7325000347], [3.024952861, 50.7325018863], [3.0248821467, 50.7324570357], [3.023730559, 50.7309300635], [3.0225746425, 50.7290531314], [3.0193704335, 50.7273245737], [3.0156403305, 50.7293601753], [3.0136743463, 50.7313533045], [3.008621116, 50.7297126008], [3.007696441, 50.7292236337], [3.0060127766, 50.7301299977], [3.0024374485, 50.7322656843], [2.9935013684, 50.7373092134], [2.9917353039, 50.7373638432]]]}";50.7496797016, 3.01656979153
59250;Fournes-en-Weppes;368.274449742;539.662765664;68.3309233219;179.952518425;"{""type"": ""Polygon"", ""coordinates"": [[[2.892887684, 50.6106716478], [2.8935915813, 50.6106237906], [2.8949124075, 50.6089493598], [2.8958123844, 50.6075096934], [2.8971294671, 50.6055211158], [2.8992725982, 50.6036480676], [2.904395548, 50.602356177], [2.9090007008, 50.6018489801], [2.9164857447, 50.5934296474], [2.9175269312000003, 50.5921684854], [2.9195452876, 50.5899072549], [2.9202464050000003, 50.5896348722], [2.9207385781, 50.5895427467], [2.9210897665, 50.589451427], [2.9222780882, 50.5886390549], [2.9231843476, 50.587872268], [2.9146244448000003, 50.5860734885], [2.9074383267, 50.5841916792], [2.9049873354, 50.5824756126], [2.905192832, 50.5818915004], [2.9054009228, 50.5799261409], [2.9046563204, 50.5793727115], [2.9012033702, 50.5791644814], [2.8921581143, 50.5779946826], [2.8850093635, 50.5760523471], [2.8844996538, 50.5758310874], [2.8815678036, 50.578319788499996], [2.8811449487000003, 50.5783211789], [2.8748716458, 50.5792905904], [2.8745921067999998, 50.5794716029], [2.8741034461, 50.5798552374], [2.8731246383, 50.5806440384], [2.8726042620000003, 50.5812968831], [2.8711209097, 50.584227467], [2.8710379446000003, 50.5863454614], [2.8732648881, 50.5870756212], [2.8741356974, 50.5894943401], [2.8734141049, 50.5944396346], [2.8732047479, 50.5947104596], [2.8730650484, 50.5947551907], [2.8728580337, 50.5952135905], [2.8714834898, 50.5984493723], [2.8739705976, 50.5996760779], [2.8773811349000002, 50.6016171366], [2.8797367064, 50.6031316778], [2.8817918887, 50.6041100975], [2.8844287992, 50.6054309592], [2.8860667556, 50.6070156006], [2.8871326589, 50.6077731356], [2.8893314423, 50.6090189972], [2.891174159, 50.6099620621], [2.892887684, 50.6106716478]]]}";50.591811626, 2.8930207999
59256;Fretin;484.530805687;912.466824645;148.933649289;226.379146919;"{""type"": ""Polygon"", ""coordinates"": [[[3.0951291533, 50.5710314699], [3.0962615811, 50.5714281926], [3.1002352333, 50.5718307181], [3.1200631798, 50.5789877554], [3.1291136153, 50.5866253207], [3.1292561139, 50.5866700467], [3.1330617369000002, 50.5858825131], [3.1334108649, 50.5857008448], [3.1337975578, 50.5821553283], [3.1353543014, 50.5818287454], [3.136657535, 50.5815894796], [3.1448259501, 50.5805400098], [3.1504665984, 50.5799203026], [3.15088791, 50.5798722233], [3.1526518623, 50.5791430896], [3.1575350744, 50.5761859946], [3.1612214778, 50.5733271867], [3.1636655967, 50.5712471476], [3.1629555658, 50.5708926684], [3.16179279, 50.5695461279], [3.1651053613, 50.5612074032], [3.1664262535, 50.5592696748], [3.1662449474, 50.5577010398], [3.1632876703, 50.5577211263], [3.1625124839, 50.5576359823], [3.1554871078, 50.5552064049], [3.1554149818, 50.5551176397], [3.1551330787, 50.5550749113], [3.1445547577, 50.5514212737], [3.1317852216, 50.5511904822], [3.1215547544, 50.5511255453], [3.1074660706, 50.5525189714], [3.1070482398, 50.5527903882], [3.1063553282, 50.5535574783], [3.0997502062, 50.5646150997], [3.0964406431000002, 50.5692650524], [3.0959553992, 50.569761753], [3.0951291533, 50.5710314699]]]}";50.5661643687, 3.13201595892
59281;Hantay;109.460066054;385.946615916;51.0195223132;40.8156178506;"{""type"": ""Polygon"", ""coordinates"": [[[2.8536201009, 50.5391102083], [2.8568646067000003, 50.5397692116], [2.8577812483000002, 50.5398555345], [2.8675628117, 50.5435912025], [2.8722507853, 50.546216954], [2.8727447576, 50.5463942781], [2.8737307965000003, 50.5463899014], [2.8764657343, 50.5454807542], [2.8801673654, 50.541396066], [2.8809731313, 50.5377725309], [2.8813886762000003, 50.5371428465], [2.8825011921, 50.5359716996], [2.8813701606, 50.5354383709], [2.878742666, 50.5346872646], [2.862619243, 50.5300381232], [2.8620538975, 50.5297709185], [2.8610836882, 50.5313001797], [2.8565882931, 50.5334366379], [2.8545068699, 50.5363701225], [2.8539536016, 50.5372697195], [2.8536201009, 50.5391102083]]]}";50.5379103978, 2.8684298405
