Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Coordonnee X;Coordonnee Y;Latitude;Longitude;Appariement;Localisation;Code nature uai;Nature uai;Etat établissement;Libellé état établissement;Code département;Code région;Code académie;Position
0594478X;Ecole primaire Antoine de Saint-Exupéry;ECOLE PRIMAIRE PUBLIQUE;ANTOINE DE SAINT EXUPERY;Public;41 rue des Ecoles;;;59126;LINSELLES;705979.6;7071409.5;50.7393166383943;3.084553485577671;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7393166384, 3.08455348558
0594523W;Collège Guy Mollet;COLLEGE;GUY MOLLET;Public;58 ter avenue ROGER SALENGRO;;;59462;LOMME CEDEX;699314.2;7060495.7;50.64140987857976;2.990321477427056;Moyenne;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6414098786, 2.99032147743
0594572Z;Ecole primaire Simone Veil;ECOLE PRIMAIRE PUBLIQUE;SIMONE VEIL;Public;16 rue Lindbergh;;;59139;WATTIGNIES;703052.1;7054954.9;50.59167691220104;3.0430309009333625;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5916769122, 3.04303090093
0594575C;Ecole primaire Léon Jouhaux;ECOLE PRIMAIRE PUBLIQUE;LEON JOUHAUX;Public;15 avenue Léon Jouhaux;;;59800;LILLE;703008.4;7059887.3;50.63594309375278;3.042452171030499;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6359430938, 3.04245217103
0594595Z;Ecole primaire Florian Lamartine;ECOLE PRIMAIRE PUBLIQUE;FLORIAN LAMARTINE;Public;5 rue de la Résistance;;;59155;FACHES THUMESNIL;704574.1;7056642.4;50.606812452041986;3.064508680077418;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.606812452, 3.06450868008
0594601F;Ecole primaire Arthur Cornette;ECOLE PRIMAIRE PUBLIQUE;ARTHUR CORNETTE;Public;446 RUE D'ARMENTIERES;;;59850;NIEPPE;688978.2;7067278.4;50.70217904764915;2.844263522984699;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7021790476, 2.84426352298
0594611S;Ecole primaire Edouard Herriot;ECOLE PRIMAIRE PUBLIQUE;EDOUARD HERRIOT;Public;207  RUE CHAUSSEE WATT;;;59200;TOURCOING;709532.7;7069595.3;50.72299363023757;3.1347516157299276;Moyenne;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7229936302, 3.13475161573
0594632P;Collège Raymond Devos;COLLEGE;RAYMOND DEVOS;Public;40 rue JEAN JAURES;;BP40002;59510;HEM;713300.6;7062711.2;50.66115030363756;3.1877820191313746;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6611503036, 3.18778201913
0594634S;Collège Theodore Monod;COLLEGE;THEODORE MONOD;Public;205 rue HENRI REGNAULT;;;59100;ROUBAIX;712929.7;7063932.4;50.67211692083564;3.1825854232379704;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6721169208, 3.18258542324
0594697K;Ecole primaire Bracke-Desrousseaux;ECOLE PRIMAIRE PUBLIQUE;BRACKE-DESROUSSEAUX;Public;11 rue Paul Bardou;;;59000;LILLE;703954.9;7056752.9;50.607808379535605;3.055777186410367;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6078083795, 3.05577718641
0594703S;Ecole primaire Derain-Bettignies;ECOLE PRIMAIRE PUBLIQUE;DERAIN-BETTIGNIES;Public;19 rue de l'Ermitage;;;59700;MARCQ EN BAROEUL;705591.2;7062604.0;50.66030514542464;3.078936914961183;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6603051454, 3.07893691496
0594803A;Ecole maternelle La Fontaine;ECOLE MATERNELLE PUBLIQUE;LA FONTAINE;Public;50 rue de Babylone;;;59491;VILLENEUVE D ASCQ;709975.4;7062175.8;50.65640775923055;3.1408224438965884;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6564077592, 3.1408224439
0594866U;Collège Françoise Dolto;COLLEGE;FRANCOISE DOLTO;Public;27 RUE GERMAIN DELHAYE;;BP25;59710;PONT A MARCQ;707985.7;7046932.2;50.51962727277952;3.1124275528124334;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5196272728, 3.11242755281
0594904K;Ecole maternelle Frédéric Chopin;ECOLE MATERNELLE PUBLIQUE;FREDERIC CHOPIN;Public;Rue Georges Bizet;;;59112;ANNOEULLIN;695279.1;7048631.0;50.53490831496063;2.933516125509559;Parfaite;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.534908315, 2.93351612551
0594906M;Ecole maternelle La Fontenelle;ECOLE MATERNELLE PUBLIQUE;LA FONTENELLE;Public;Rue des Lilas;;;59551;ATTICHES;704631.5;7047037.5;50.520606282834486;3.065206333892409;Correcte;Rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.5206062828, 3.06520633389
0594948H;Ecole primaire Victor Hugo;ECOLE PRIMAIRE PUBLIQUE;VICTOR HUGO;Public;100  RUE PIERRE BROSSOLETTE;;;59700;MARCQ EN BAROEUL;706976.8;7062390.4;50.65837434552523;3.098495123474602;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6583743455, 3.09849512347
0594954P;Ecole maternelle Le Petit Prince;ECOLE MATERNELLE PUBLIQUE;LE PETIT PRINCE;Public;17 boulevard Mendès France;;;59370;MONS EN BAROEUL;708023.3;7061038.3;50.64622799093577;3.1132417157947145;Correcte;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6462279909, 3.11324171579
0594965B;Ecole primaire Léon Gambetta;ECOLE PRIMAIRE PUBLIQUE;LEON GAMBETTA;Public;167 boulevard Gambetta;;;59100;ROUBAIX;713148.6;7066259.4;50.69299389025216;3.1857538876244478;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6929938903, 3.18575388762
0595053X;Ecole maternelle Montaigne;ECOLE MATERNELLE PUBLIQUE;MONTAIGNE;Public;3 rue de Gascogne;;;59370;MONS EN BAROEUL;708470.7;7061247.8;50.64810214199194;3.119560835119719;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.648102142, 3.11956083512
0595094S;Ecole primaire Montaigne;ECOLE PRIMAIRE PUBLIQUE;MONTAIGNE;Public;Rue du Général de Gaulle;;;59370;MONS EN BAROEUL;708060.4;7061193.2;50.64761759788076;3.1137684984123566;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6476175979, 3.11376849841
0595104C;Ecole maternelle Maria Dron;ECOLE MATERNELLE PUBLIQUE;MARIA DRON;Public;121 rue du Flocon;;;59200;TOURCOING;710812.7;7068528.0;50.713395701172615;3.1528161019228964;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7133957012, 3.15281610192
0595109H;Ecole maternelle Marie Curie;ECOLE MATERNELLE PUBLIQUE;MARIE CURIE;Public;Rue Leruste;;;59150;WATTRELOS;716901.3;7067737.8;50.706169566738104;3.238832196526923;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7061695667, 3.23883219653
0595168X;Collège Maxence Van Der Meersch;COLLEGE;MAXENCE VAN DER MEERSCH;Public;1 avenue MAXENCE VAN DER MEERSCH;;BP97;59052;ROUBAIX CEDEX 1;714671.3;7064957.9;50.68128084233904;3.207217144531587;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6812808423, 3.20721714453
0595215Y;Ecole primaire Jacques Brel;ECOLE PRIMAIRE PUBLIQUE;JACQUES BREL;Public;Rue Henri Barbusse;;;59223;RONCQ;709196.6;7071799.2;50.74277412119149;3.1300519180780904;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7427741212, 3.13005191808
0595225J;Ecole maternelle Anatole France-Touquet;ECOLE MATERNELLE PUBLIQUE;ANATOLE FRANCE-TOUQUET;Public;80 rue de Boulogne;;;59150;WATTRELOS;713151.8;7069293.4;50.720218722719146;3.185900004192606;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7202187227, 3.18590000419
0595226K;Ecole primaire le Petit Prince;ECOLE PRIMAIRE PUBLIQUE;LE PETIT PRINCE;Public;Rue de Verdun;;;59251;ALLENNES LES MARAIS;696485.3;7048790.5;50.53634786630653;2.9505014836933774;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5363478663, 2.95050148369
0595233T;Ecole primaire Louis Marcy;ECOLE PRIMAIRE PUBLIQUE;LOUIS MARCY;Public;6 rue Roger Salengro;;;59112;CARNIN;697147.0;7046821.9;50.51868176062497;2.959834492979627;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5186817606, 2.95983449298
0595248J;Ecole primaire Paul Fort;ECOLE PRIMAIRE PUBLIQUE;PAUL FORT;Public;Rue de Florence;;;59650;VILLENEUVE D ASCQ;708886.0;7059495.9;50.632374511800045;3.1253833689383836;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6323745118, 3.12538336894
0592515N;Ecole primaire Jean Zay;ECOLE PRIMAIRE PUBLIQUE;JEAN ZAY;Public;47 rue du Sapin Vert;;;59150;WATTRELOS;712813.4;7068677.1;50.71469564279153;3.1810967758262265;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7146956428, 3.18109677583
0592529D;Ecole maternelle Françoise Dolto;ECOLE MATERNELLE PUBLIQUE;FRANCOISE DOLTO;Public;32 rue Emile Dellette;;;59290;WASQUEHAL;709285.4;7064214.1;50.674709782339285;3.131129536409898;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6747097823, 3.13112953641
0592530E;Ecole maternelle Louis Aragon;ECOLE MATERNELLE PUBLIQUE;LOUIS ARAGON;Public;29 rue Turgot;;;59290;WASQUEHAL;709900.0;7065518.8;50.686408215588564;3.1398416046597224;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6864082156, 3.13984160466
0592670G;Ecole primaire Jean Zay;ECOLE PRIMAIRE PUBLIQUE;JEAN ZAY;Public;1 RUE HENRI BARBUSSE;;;59170;CROIX;710509.7;7065255.6;50.68403638526761;3.1484468608927654;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6840363853, 3.14844686089
0592685Y;Ecole maternelle Pierre Corneille;ECOLE MATERNELLE PUBLIQUE;PIERRE CORNEILLE;Public;19 rue Pierre Corneille;;;59200;TOURCOING;711706.3;7069173.4;50.71917080933412;3.1654644465663018;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.7191708093, 3.16546444657
0592749T;Section d'enseignement général et professionnel adapté du Collège Jean Zay;SEGPA;CLG JEAN ZAY;Public;Rue ADOLPHE DEFRENNE;;;59160;LILLE;699467.3;7061776.1;50.65290045251052;2.992480418330404;Correcte;Rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6529004525, 2.99248041833
0592821W;Ecole maternelle Anne Frank;ECOLE MATERNELLE PUBLIQUE;EXPERIMENTALE ANNE FRANK;Public;41 rue Vincent de Paul;;;59370;MONS EN BAROEUL;708027.0;7060118.1;50.637969932727295;3.113275306331344;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6379699327, 3.11327530633
0592850C;Lycée professionnel Antoine de Saint-Exupéry;LYCEE PROFESSIONNEL;ANTOINE DE SAINT EXUPERY;Public;1 RUE LOUIS PERGAUD;;BP74;59431;HALLUIN CEDEX;708080.9;7075774.2;50.77845550957503;3.114355896013252;Correcte;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.7784555096, 3.11435589601
0592877G;Ecole primaire Roger Salengro;ECOLE PRIMAIRE PUBLIQUE;ROGER SALENGRO;Public;Avenue de Beaupré;;;59320;HAUBOURDIN;699335.0;7056079.6;50.60177792940901;2.9906224240930124;Parfaite;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6017779294, 2.99062242409
0592889V;Collège privé Charlemagne;COLLEGE PRIVE;CHARLEMAGNE;Privé;16 rue ANATOLE FRANCE;;BP157;59811;LESQUIN CEDEX;708282.3;7054656.4;50.58895042747079;3.1167640681653617;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5889504275, 3.11676406817
0592895B;Collège privé Sainte Marie;COLLEGE PRIVE;SAINTE MARIE;Privé;22 rue DES FRERES VANRULLEN;;;59126;LINSELLES;705504.8;7071481.5;50.73996706399982;3.0778406675862393;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.739967064, 3.07784066759
0592926K;Lycée général et technologique privé Saint Jude;LYCEE GEN.ET TECHNOL.PRIVE;SAINT JUDE;Privé;18  RUE LAMARTINE;;;59280;ARMENTIERES;691202.7;7065632.9;50.687448645611575;2.875731926258907;Parfaite;Numéro de rue;300;Lycée d'enseignement général et technologique;1;Ouvert;59;32;09;50.6874486456, 2.87573192626
0592960X;Collège privé Notre-Dame;COLLEGE PRIVE;NOTRE-DAME;Privé;213 rue SALVADOR ALLENDE;;;59830;CYSOING;715272.7;7052538.3;50.56980866138446;3.215233127995183;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.5698086614, 3.215233128
0592963A;Lycée polyvalent privé Saint Martin;LYCEE POLYVALENT PRIVE;SAINT MARTIN;Privé;54 rue DE LILLE;;BP20709;59062;ROUBAIX CEDEX 1;712108.9;7065591.2;50.68701887974902;3.1710453595814556;Correcte;Numéro de rue;306;Lycée polyvalent;1;Ouvert;59;32;09;50.6870188797, 3.17104535958
0592965C;Lycée Polyvalent privé EIC Industriel et Commercial - Lycée des Métiers du Commerce et de la Vente;LYC POLYVAL PRIVE DES METIERS;EIC LICP;Privé;27 rue DU DRAGON;;BP90279;59202;TOURCOING CEDEX;710647.7;7069355.0;50.72081932873792;3.150506437269371;Correcte;Numéro de rue;306;Lycée polyvalent;1;Ouvert;59;32;09;50.7208193287, 3.15050643727
0592966D;Lycée polyvalent privé EIC Jehanne d'Arc - Lycée des Métiers du Commerce et de la Vente;LYCEE POLYVALENT PRIVE LYCEE D;EIC JEHANNE D'ARC;Privé;102 rue DE LILLE;;BP90279;59202;TOURCOING CEDEX;710734.8;7069563.6;50.722689616142915;3.1517432688773077;Correcte;Numéro de rue;306;Lycée polyvalent;1;Ouvert;59;32;09;50.7226896161, 3.15174326888
0593006X;Lycée technologique privé Notre-Dame d'Annay;LYCEE TECHNOLOGIQUE PRIVE;NOTRE-DAME D'ANNAY;Privé;15  PLACE DU CONCERT;;;59000;LILLE;704255.1;7060614.2;50.64245917304119;3.060052414565193;Correcte;Numéro de rue;301;Lycée d'enseignement technologique;1;Ouvert;59;32;09;50.642459173, 3.06005241457
0593020M;Lycée professionnel privé de la Coiffure Alfred Mairesse;LYCEE PROFESSIONNEL PRIVE;DE LA COIFFURE ALFRED MAIRESSE;Privé;68 rue SAINT ETIENNE;;;59800;LILLE;704219.2;7059917.7;50.636208893047964;3.059538344770451;Correcte;Numéro de rue;320;Lycée professionnel;1;Ouvert;59;32;09;50.636208893, 3.05953834477
0593109J;Lycée général privé Notre-Dame de La Paix;LYCEE GENERAL PRIVE;NOTRE-DAME DE LA PAIX;Privé;14 place DU CONCERT;;BP167;59009;LILLE CEDEX;704401.0;7060663.5;50.642900585614456;3.062112054181755;Correcte;Numéro de rue;302;Lycée d'enseignement général;1;Ouvert;59;32;09;50.6429005856, 3.06211205418
0593113N;Lycée général privé Sainte Claire;LYCEE GENERAL PRIVE;SAINTE CLAIRE;Privé;8  RUE DES AUGUSTINS;;;59800;LILLE;704871.4;7059706.9;50.63431236808828;3.0687391326972495;Correcte;Numéro de rue;302;Lycée d'enseignement général;1;Ouvert;59;32;09;50.6343123681, 3.0687391327
0593117T;Lycée polyvalent privé La Salle;LYCEE POLYVALENT PRIVE;LA SALLE;Privé;2 rue Jean Levasseur;;;59000;LILLE;702892.6;7059072.5;50.62863139375211;3.0408121502414356;Correcte;Numéro de rue;306;Lycée polyvalent;1;Ouvert;59;32;09;50.6286313938, 3.04081215024
0593127D;Collège privé La Sagesse;COLLEGE PRIVE;LA SAGESSE;Privé;49 rue VANDERHAGHEN;;;59320;HAUBOURDIN;698276.5;7057215.5;50.611970176501046;2.9756909309479433;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6119701765, 2.97569093095
0593227M;Collège du Lazaro;COLLEGE;DU LAZARO;Public;56 rue DU LAZARO;;;59700;MARCQ EN BAROEUL;706084.9;7064584.7;50.67807490845594;3.085937431222851;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6780749085, 3.08593743122
0593232T;Section d'enseignement général et professionnel adapté du Collège Albert Schweitzer;SEGPA;CLG ALBERT SCHWEITZER;Public;5 rue DU COLLEGE;;;59480;LA BASSEE;686758.5;7049221.6;50.54008674789168;2.81350218512621;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.5400867479, 2.81350218513
0593239A;Collège Boris Vian;COLLEGE;BORIS VIAN;Public;2 rue ROMAIN ROLLAND;;;59170;CROIX;710617.0;7065189.5;50.68344141187111;3.14996066957436;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6834414119, 3.14996066957
0593246H;Collège Desrousseaux;COLLEGE;DESROUSSEAUX;Public;2 place DU 19 MARS 1962;;;59280;ARMENTIERES;692278.7;7065756.3;50.68857024615213;2.89092875750948;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.6885702462, 2.89092875751
0593247J;Section d'enseignement général et professionnel adapté du Collège Desrousseaux;SEGPA;CLG DESROUSSEAUX;Public;57 rue PAUL BERT;;;59280;ARMENTIERES;692125.3;7065634.9;50.68747893865685;2.888764244601027;Parfaite;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6874789387, 2.8887642446
0593282X;Ecole primaire Albert Camus;ECOLE PRIMAIRE PUBLIQUE;ALBERT CAMUS;Public;Avenue Kennedy;;;59150;WATTRELOS;716272.9;7067440.9;50.70352213813684;3.229940112727263;Correcte;Rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7035221381, 3.22994011273
0593291G;Ecole maternelle Concorde;ECOLE MATERNELLE PUBLIQUE;CONCORDE;Public;ALLEE MARCEL DERIEPPE;;;59780;WILLEMS;716990.9;7059600.1;50.633141460226994;3.239749177996917;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6331414602, 3.239749178
0593467Y;Ecole primaire Edouard Herriot;ECOLE PRIMAIRE PUBLIQUE;EDOUARD HERRIOT;Public;100  RUE PAVE DU MOULIN;;;59260;LILLE;708565.2;7058179.5;50.62056516204027;3.120828396252136;Moyenne;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.620565162, 3.12082839625
0593474F;Collège Professeur Albert Debeyre;COLLEGE;PROFESSEUR ALBERT DEBEYRE;Public;600 rue DU TOUQUET;;;59520;MARQUETTE LEZ LILLE;704802.6;7064843.2;50.680405802996674;3.0678305726762205;Parfaite;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.680405803, 3.06783057268
0593542E;Ecole primaire Victor Duruy;ECOLE PRIMAIRE PUBLIQUE;VICTOR DURUY;Public;7 rue Victor Duruy;;;59000;LILLE;704893.5;7058394.3;50.62253248347314;3.069034787134195;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6225324835, 3.06903478713
0593546J;Ecole primaire Jacques Brel;ECOLE PRIMAIRE PUBLIQUE;JACQUES BREL;Public;137 rue de la Gaillarderie;;;59710;MERIGNIES;707889.1;7045171.3;50.503822920129466;3.111032701169702;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5038229201, 3.11103270117
0593657E;Ecole primaire Victor Hugo;ECOLE PRIMAIRE PUBLIQUE;VICTOR HUGO;Public;18 rue Saint Pierre;;;59420;MOUVAUX;710460.6;7067174.1;50.701252807069395;3.147804060721478;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7012528071, 3.14780406072
0593668S;Collège Paul Eluard;COLLEGE;PAUL ELUARD;Public;1 rue MAURICE THOREZ;;BP109;59436;RONCQ CEDEX;708895.9;7072577.0;50.74975749494508;3.1258171609608536;Correcte;Numéro de rue;340;Collège;1;Ouvert;59;32;09;50.7497574949, 3.12581716096
0593682G;Section d'enseignement général et professionnel adapté du Collège Arthur Rimbaud;SEGPA;CLG ARTHUR RIMBAUD;Public;1 rue DU CHEMIN VERT;;BP30235;59654;VILLENEUVE D ASCQ CEDEX;711070.4;7057966.8;50.618616864857565;3.1561629793816377;Correcte;Numéro de rue;390;Section d'enseignement général et professionnel adapté;1;Ouvert;59;32;09;50.6186168649, 3.15616297938
0593722A;Ecole maternelle privée Saint Gabriel;ECOLE MATERNELLE PRIVEE;SAINT GABRIEL;Privé;1 TER RUE ALPHONSE QUENNOY;;;59170;CROIX;711437.0;7065045.1;50.68213111046428;3.1615386217895116;Parfaite;Numéro de rue;101;Ecole maternelle;1;Ouvert;59;32;09;50.6821311105, 3.16153862179
0593742X;Ecole primaire privée Sainte Anne;ECOLE PRIMAIRE PRIVEE;SAINTE ANNE;Privé;58 rue Nationale;;;59112;ANNOEULLIN;695348.4;7047684.2;50.526410723150086;2.934503128592026;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.5264107232, 2.93450312859
0593764W;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;15 rue du Général Leclercq;;;59780;BAISIEUX;717836.8;7057165.1;50.611265234767735;3.2515756576912636;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6112652348, 3.25157565769
0593802M;Ecole primaire privée Sainte Marie - Sacré Coeur;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE - SACRE COEUR;Privé;16 PLACE DE L ABBE BONPAIN;;;59250;HALLUIN;708964.0;7076213.3;50.78238313633709;3.126862943613365;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7823831363, 3.12686294361
0593809V;Ecole primaire privée Saint Joseph - Maternelle et Elémentaire;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;8 sentier DU CURE;;;59260;LILLE;707596.3;7059160.6;50.62938247466288;3.1071790273398636;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6293824747, 3.10717902734
0593812Y;Ecole primaire privée Saint Charles-Sainte Marie;ECOLE PRIMAIRE PRIVEE;SAINT CHARLES-SAINTE MARIE;Privé;415 rue Jules Guesde;;;59510;HEM;714471.3;7063081.1;50.66444364794989;3.2043237694616984;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6644436479, 3.20432376946
0593829S;Ecole primaire privée Sainte Elisabeth;ECOLE PRIMAIRE PRIVEE;SAINTE ELISABETH;Privé;102 rue DU FAUBOURG DE BETHUNE;;;59000;LILLE;701718.3;7057828.6;50.61747246820227;3.024238380197073;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6174724682, 3.0242383802
0593855V;Ecole primaire privée ND des Petits et de La Consolation;ECOLE PRIMAIRE PRIVEE;N D DES PETITS ET CONSOLATION;Privé;120 rue de l'Yser;;;59200;TOURCOING;712054.9;7071698.2;50.74181906426586;3.170468813698491;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7418190643, 3.1704688137
0593856W;Ecole primaire privée Cardinal Lienart;ECOLE PRIMAIRE PRIVEE;CARDINAL LIENART;Privé;50 rue Gustave Delory;;;59200;TOURCOING;711081.7;7070188.2;50.728288087343735;3.156664427023182;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7282880873, 3.15666442702
0593897R;Ecole primaire privée Saint Vincent;ECOLE PRIMAIRE PRIVEE;SAINT VINCENT;Privé;4 rue Sainte Anne;;;59120;LOOS;701428.6;7057107.2;50.61099897656486;3.0201492686964166;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6109989766, 3.0201492687
0593917M;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SACRE COEUR-SAINT JOSEPH;Privé;29 rue de Tourcoing;;;59960;NEUVILLE EN FERRAIN;710901.4;7072691.7;50.75075475772403;3.1541846013295265;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7507547577, 3.15418460133
0593937J;Ecole primaire privée Notre-Dame de Lourdes;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LOURDES;Privé;8 rue Bourdaloue;;;59100;ROUBAIX;713869.1;7065576.7;50.686852061706716;3.1959086197848774;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6868520617, 3.19590861978
0593953B;Ecole primaire privée Sacré-Coeur;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;Privé;18 rue Condorcet;;;59800;LILLE;706152.7;7059669.2;50.63396271219432;3.0868186453297364;Correcte;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.6339627122, 3.08681864533
0594026F;Ecole primaire privée Notre-Dame des Fièvres;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DES FIEVRES;Privé;1  RUE ANATOLE FRANCE;;;59250;HALLUIN;707926.8;7076341.0;50.78354297882648;3.1121865670366557;Parfaite;Numéro de rue;151;Ecole élémentaire;1;Ouvert;59;32;09;50.7835429788, 3.11218656704
